Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=NN I
Word=said Pos=VBD O
Word=the Pos=DT I
Word=company Pos=NN I
Word=had Pos=VBD O
Word=promised Pos=VBN O
Word=to Pos=TO O
Word=put Pos=VB O
Word=clients Pos=NNS I
Word=into Pos=IN O
Word=`` Pos=`` I
Word=balanced Pos=JJ I
Word='' Pos='' I
Word=investment Pos=NN I
Word=portfolios Pos=NNS I
Word=; Pos=: O
Word=instead Pos=RB O
Word=, Pos=, O
Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=JJ I
Word=alleged Pos=VBN O
Word=, Pos=, O
Word=the Pos=DT I
Word=company Pos=NN I
Word=consistently Pos=RB O
Word=shoved Pos=VBD O
Word=unwary Pos=JJ I
Word=customers Pos=NNS I
Word=into Pos=IN O
Word=high-risk Pos=JJ I
Word=investments Pos=NNS I
Word=in Pos=IN O
Word=paintings Pos=NNS I
Word=, Pos=, O
Word=coins Pos=NNS I
Word=and Pos=CC O
Word=Florida Pos=NNP I
Word=condos Pos=NNS I
Word=. Pos=. O

Word=Those Pos=DT I
Word=investments Pos=NNS I
Word=paid Pos=VBD O
Word=big Pos=JJ I
Word=commissions Pos=NNS I
Word=to Pos=TO O
Word=First Pos=NNP I
Word=Meridian Pos=NNP I
Word=, Pos=, O
Word=payments Pos=NNS I
Word=investors Pos=NNS B
Word=were Pos=VBD O
Word=never Pos=RB O
Word=told Pos=VBN O
Word=about Pos=IN O
Word=, Pos=, O
Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=JJ I
Word=alleged Pos=VBN O
Word=. Pos=. O

Word=Investors Pos=NNS I
Word=were Pos=VBD O
Word=further Pos=RB O
Word=assured Pos=VBN O
Word=that Pos=IN O
Word=only Pos=RB I
Word=those Pos=DT I
Word=with Pos=IN O
Word=a Pos=DT I
Word=minimun Pos=NN I
Word=net Pos=JJ I
Word=worth Pos=NN I
Word=would Pos=MD O
Word=be Pos=VB O
Word=accepted Pos=VBN O
Word=. Pos=. O

Word=In Pos=IN O
Word=practice Pos=NN I
Word=, Pos=, O
Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=JJ I
Word=alleged Pos=VBN O
Word=in Pos=IN O
Word=an Pos=DT I
Word=affidavit Pos=NN I
Word=, Pos=, O
Word=if Pos=IN O
Word=an Pos=DT I
Word=investor Pos=NN I
Word=had Pos=VBD O
Word=access Pos=NN I
Word=to Pos=TO O
Word=cash Pos=VB I
Word=`` Pos=`` O
Word=the Pos=DT I
Word=chances Pos=NNS I
Word=of Pos=IN O
Word=being Pos=VBG O
Word=turned Pos=VBN O
Word=down Pos=RB O
Word=by Pos=IN O
Word=First Pos=NNP I
Word=Meridian Pos=NNP I
Word=were Pos=VBD O
Word=about Pos=IN O
Word=as Pos=RB O
Word=probable Pos=JJ O
Word=as Pos=IN O
Word=being Pos=VBG O
Word=rejected Pos=VBN O
Word=by Pos=IN O
Word=the Pos=DT I
Word=Book-of-the-Month Pos=NNP I
Word=Club Pos=NNP I
Word=. Pos=. O
Word='' Pos='' O

Word=And Pos=CC O
Word=, Pos=, O
Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=NN I
Word=added Pos=VBD O
Word=, Pos=, O
Word=First Pos=NNP I
Word=Meridian Pos=NNP I
Word='s Pos=POS B
Word=president Pos=NN I
Word=, Pos=, O
Word=Roger Pos=NNP I
Word=V. Pos=NNP I
Word=Sala Pos=NNP I
Word=, Pos=, O
Word=portrayed Pos=VBD O
Word=himself Pos=PRP I
Word=as Pos=IN O
Word=a Pos=DT I
Word=`` Pos=`` I
Word=financial Pos=JJ I
Word=expert Pos=NN I
Word='' Pos='' I
Word=when Pos=WRB O
Word=his Pos=PRP$ I
Word=qualifications Pos=NNS I
Word=largely Pos=RB O
Word=consisted Pos=VBD O
Word=of Pos=IN O
Word=a Pos=DT I
Word=high-school Pos=NN I
Word=diploma Pos=NN I
Word=, Pos=, O
Word=work Pos=NN I
Word=as Pos=IN O
Word=a Pos=DT I
Word=real-estate Pos=NN I
Word=and Pos=CC I
Word=insurance Pos=NN I
Word=salesman Pos=NN I
Word=, Pos=, O
Word=and Pos=CC O
Word=a Pos=DT I
Word=stint Pos=NN I
Word=as Pos=IN O
Word=supervisor Pos=NN I
Word=at Pos=IN O
Word=a Pos=DT I
Word=highway Pos=NN I
Word=toll Pos=NN I
Word=booth Pos=NN I
Word=. Pos=. O

Word=First Pos=NNP I
Word=Meridian Pos=NNP I
Word=and Pos=CC O
Word=its Pos=PRP$ I
Word=officials Pos=NNS I
Word=are Pos=VBP O
Word=currently Pos=RB O
Word=under Pos=IN O
Word=investigation Pos=NN I
Word=for Pos=IN O
Word=possible Pos=JJ I
Word=criminal Pos=JJ I
Word=wrongdoing Pos=NN I
Word=, Pos=, O
Word=according Pos=VBG O
Word=to Pos=TO O
Word=a Pos=DT I
Word=spokeswoman Pos=NN I
Word=for Pos=IN O
Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=JJ I
Word=. Pos=. O

Word=Harry Pos=NNP I
Word=Manion Pos=NNP I
Word=, Pos=, O
Word=Mr. Pos=NNP I
Word=Sala Pos=NNP I
Word='s Pos=POS B
Word=attorney Pos=NN I
Word=, Pos=, O
Word=says Pos=VBZ O
Word=his Pos=PRP$ I
Word=client Pos=NN I
Word=denies Pos=VBZ O
Word=any Pos=DT I
Word=wrongdoing Pos=NN I
Word=and Pos=CC O
Word=adds Pos=VBZ O
Word=that Pos=IN O
Word=the Pos=DT I
Word=attorney Pos=NN I
Word=general Pos=NN I
Word='s Pos=POS B
Word=contentions Pos=NNS I
Word=about Pos=IN O
Word=First Pos=NNP I
Word=Meridian Pos=NNP I
Word='s Pos=POS B
Word=business Pos=NN I
Word=practices Pos=NNS I
Word=are Pos=VBP O
Word=incorrect Pos=JJ O
Word=. Pos=. O

Word=As Pos=IN O
Word=for Pos=IN O
Word=Mr. Pos=NNP I
Word=Sala Pos=NNP I
Word='s Pos=POS B
Word=qualifications Pos=NNS I
Word=, Pos=, O
Word=`` Pos=`` O
Word=the Pos=DT I
Word=snooty Pos=JJ I
Word=attorneys Pos=NNS I
Word=for Pos=IN O
Word=the Pos=DT I
Word=state Pos=NN I
Word=of Pos=IN O
Word=New Pos=NNP I
Word=York Pos=NNP I
Word=decided Pos=VBD O
Word=Mr. Pos=NNP I
Word=Sala Pos=NNP I
Word=was Pos=VBD O
Word=n't Pos=RB O
Word=qualified Pos=VBN O
Word=because Pos=IN O
Word=he Pos=PRP I
Word=did Pos=VBD O
Word=n't Pos=RB O
Word=have Pos=VB O
Word=a Pos=DT I
Word=Harvard Pos=NNP I
Word=degree Pos=NN I
Word=, Pos=, O
Word='' Pos='' O
Word=says Pos=VBZ O
Word=Mr. Pos=NNP I
Word=Manion Pos=NNP I
Word=. Pos=. O

Word=Civil Pos=JJ I
Word=suits Pos=NNS I
Word=against Pos=IN O
Word=planners Pos=NNS I
Word=by Pos=IN O
Word=clients Pos=NNS I
Word=seeking Pos=VBG O
Word=recovery Pos=NN I
Word=of Pos=IN O
Word=funds Pos=NNS I
Word=are Pos=VBP O
Word=increasingly Pos=RB O
Word=common Pos=JJ O
Word=. Pos=. O

Word=Two Pos=CD I
Word=such Pos=JJ I
Word=actions Pos=NNS I
Word=, Pos=, O
Word=both Pos=DT I
Word=filed Pos=VBN O
Word=earlier Pos=RBR I
Word=this Pos=DT I
Word=year Pos=NN I
Word=in Pos=IN O
Word=Georgia Pos=NNP I
Word=state Pos=NN I
Word=court Pos=NN I
Word=in Pos=IN O
Word=Atlanta Pos=NNP I
Word=, Pos=, O
Word=could Pos=MD O
Word=be Pos=VB O
Word=particularly Pos=RB O
Word=embarrassing Pos=JJ O
Word=to Pos=TO O
Word=the Pos=DT I
Word=industry Pos=NN I
Word=: Pos=: O
Word=both Pos=DT I
Word=name Pos=NN O
Word=J. Pos=NNP I
Word=Chandler Pos=NNP I
Word=Peterson Pos=NNP I
Word=, Pos=, O
Word=an Pos=DT I
Word=Atlanta Pos=NNP I
Word=financial Pos=JJ I
Word=planner Pos=NN I
Word=who Pos=WP B
Word=is Pos=VBZ O
Word=a Pos=DT I
Word=founder Pos=NN I
Word=and Pos=CC I
Word=past Pos=JJ I
Word=chairman Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=IAFP Pos=NNP I
Word=, Pos=, O
Word=as Pos=IN O
Word=defendant Pos=NN I
Word=. Pos=. O

Word=One Pos=CD I
Word=suit Pos=NN I
Word=, Pos=, O
Word=filed Pos=VBN O
Word=by Pos=IN O
Word=more Pos=JJR I
Word=than Pos=IN I
Word=three Pos=CD I
Word=dozen Pos=NN I
Word=investors Pos=NNS I
Word=, Pos=, O
Word=charges Pos=VBZ O
Word=that Pos=IN O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=misused Pos=VBD O
Word=much Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=$ Pos=$ I
Word=9.7 Pos=CD I
Word=million Pos=CD I
Word=put Pos=VB O
Word=into Pos=IN O
Word=a Pos=DT I
Word=limited Pos=JJ I
Word=partnership Pos=NN I
Word=that Pos=IN B
Word=he Pos=PRP B
Word=operated Pos=VBD O
Word=and Pos=CC O
Word=promoted Pos=VBN O
Word=, Pos=, O
Word=spending Pos=VBG O
Word=some Pos=DT I
Word=of Pos=IN O
Word=it Pos=PRP I
Word=to Pos=TO O
Word=pay Pos=VB O
Word=his Pos=PRP$ I
Word=own Pos=JJ I
Word=legal Pos=JJ I
Word=bills Pos=NNS I
Word=and Pos=CC O
Word=to Pos=TO O
Word=invest Pos=VB O
Word=in Pos=IN O
Word=other Pos=JJ I
Word=companies Pos=NNS I
Word=in Pos=IN O
Word=which Pos=WDT I
Word=he Pos=PRP B
Word=had Pos=VBD O
Word=an Pos=DT I
Word=interest Pos=NN I
Word=. Pos=. O

Word=Those Pos=DT I
Word=companies Pos=NNS I
Word=, Pos=, O
Word=in Pos=IN O
Word=turn Pos=NN I
Word=, Pos=, O
Word=paid Pos=VBN O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=commissions Pos=VBZ B
Word=and Pos=CC I
Word=fees Pos=NNS I
Word=, Pos=, O
Word=the Pos=DT I
Word=suit Pos=NN I
Word=alleges Pos=NNS O
Word=. Pos=. O

Word=The Pos=DT I
Word=other Pos=JJ I
Word=suit Pos=NN I
Word=was Pos=VBD O
Word=filed Pos=VBN O
Word=by Pos=IN O
Word=two Pos=CD I
Word=men Pos=NNS I
Word=in Pos=IN O
Word=a Pos=DT I
Word=dispute Pos=NN I
Word=over Pos=IN O
Word=$ Pos=$ I
Word=100,000 Pos=CD I
Word=investments Pos=NNS I
Word=each Pos=DT B
Word=says Pos=VBZ O
Word=he Pos=PRP I
Word=made Pos=VBD O
Word=with Pos=IN O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=as Pos=IN O
Word=part Pos=NN I
Word=of Pos=IN O
Word=an Pos=DT I
Word=effort Pos=NN I
Word=to Pos=TO O
Word=purchase Pos=VB O
Word=the Pos=DT I
Word=Bank Pos=NNP I
Word=of Pos=IN O
Word=Scottsdale Pos=NNP I
Word=in Pos=IN O
Word=Scottsdale Pos=NNP I
Word=, Pos=, O
Word=Ariz Pos=NNP I
Word=. Pos=. O

Word=One Pos=CD I
Word=plaintiff Pos=NN I
Word=, Pos=, O
Word=a Pos=DT I
Word=doctor Pos=NN I
Word=, Pos=, O
Word=testified Pos=VBD O
Word=in Pos=IN O
Word=an Pos=DT I
Word=affidavit Pos=NN I
Word=that Pos=IN O
Word=he Pos=PRP I
Word=also Pos=RB O
Word=gave Pos=VBD O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=$ Pos=$ B
Word=50,000 Pos=CD I
Word=to Pos=TO O
Word=join Pos=VB O
Word=a Pos=DT I
Word=sort Pos=NN I
Word=of Pos=IN O
Word=investment Pos=NN I
Word=club Pos=NN I
Word=which Pos=WDT B
Word=essentially Pos=RB O
Word=gave Pos=VBD O
Word=the Pos=DT I
Word=physician Pos=NN I
Word=`` Pos=`` O
Word=the Pos=DT I
Word=privilege Pos=NN I
Word=of Pos=IN O
Word=making Pos=VBG O
Word=additional Pos=JJ I
Word=investments Pos=NNS I
Word='' Pos='' O
Word=with Pos=IN O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=. Pos=. O

Word=In Pos=IN O
Word=affidavits Pos=NNS I
Word=, Pos=, O
Word=each Pos=DT I
Word=plaintiff Pos=NN I
Word=claims Pos=NNS O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=promised Pos=VBD O
Word=the Pos=DT I
Word=bank Pos=NN I
Word=purchase Pos=NN I
Word=would Pos=MD O
Word=be Pos=VB O
Word=completed Pos=VBN O
Word=by Pos=IN O
Word=the Pos=DT I
Word=end Pos=NN I
Word=of Pos=IN O
Word=1988 Pos=CD I
Word=or Pos=CC O
Word=the Pos=DT I
Word=money Pos=NN I
Word=returned Pos=VBD O
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=took Pos=VBD O
Word=the Pos=DT I
Word=plaintiffs Pos=NNS I
Word=' Pos=POS I
Word=and Pos=CC O
Word=other Pos=JJ I
Word=investors Pos=NNS I
Word=' Pos=POS I
Word=money Pos=NN O
Word=to Pos=TO O
Word=a Pos=DT I
Word=meeting Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=bank Pos=NN I
Word='s Pos=POS B
Word=directors Pos=NNS I
Word=. Pos=. O

Word=Wearing Pos=VBG O
Word=a Pos=DT I
Word=business Pos=NN I
Word=suit Pos=NN I
Word=and Pos=CC I
Word=western-style Pos=JJ I
Word=hat Pos=NN I
Word=and Pos=CC I
Word=boots Pos=NNS I
Word=, Pos=, O
Word=he Pos=PRP I
Word=opened Pos=VBD O
Word=up Pos=IN O
Word=his Pos=PRP$ I
Word=briefcase Pos=NN I
Word=and Pos=CC O
Word=dumped Pos=VBD O
Word=$ Pos=$ I
Word=1 Pos=CD I
Word=million Pos=CD I
Word=in Pos=IN O
Word=cash Pos=NN I
Word=on Pos=IN O
Word=a Pos=DT I
Word=table Pos=NN I
Word=in Pos=IN O
Word=front Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=directors Pos=NNS I
Word=, Pos=, O
Word=says Pos=VBZ O
Word=Myron Pos=NNP I
Word=Diebel Pos=NNP I
Word=, Pos=, O
Word=the Pos=DT I
Word=bank Pos=NN I
Word='s Pos=POS B
Word=president Pos=NN I
Word=. Pos=. O

Word=`` Pos=`` O
Word=He Pos=PRP I
Word=said Pos=VBD O
Word=he Pos=PRP I
Word=wanted Pos=VBD O
Word=to Pos=TO O
Word=show Pos=VB O
Word=the Pos=DT I
Word=color Pos=NN I
Word=of Pos=IN O
Word=his Pos=PRP$ I
Word=money Pos=NN I
Word=, Pos=, O
Word='' Pos='' O
Word=recalls Pos=VBZ O
Word=Mr. Pos=NNP I
Word=Diebel Pos=NNP I
Word=. Pos=. O

Word=Bank Pos=NN I
Word=officials Pos=NNS I
Word=, Pos=, O
Word=however Pos=RB O
Word=, Pos=, O
Word=showed Pos=VBD O
Word=him Pos=PRP I
Word=the Pos=DT B
Word=door Pos=NN I
Word=, Pos=, O
Word=and Pos=CC O
Word=the Pos=DT I
Word=sale Pos=NN I
Word=never Pos=RB O
Word=came Pos=VBD O
Word=off Pos=RB O
Word=. Pos=. O

Word=According Pos=VBG O
Word=to Pos=TO O
Word=the Pos=DT I
Word=suit Pos=NN I
Word=, Pos=, O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=has Pos=VBZ O
Word=yet Pos=RB O
Word=to Pos=TO O
Word=return Pos=VB O
Word=the Pos=DT I
Word=plaintiffs Pos=NNS I
Word=' Pos=POS B
Word=investment Pos=NN I
Word=. Pos=. O

Word=They Pos=PRP I
Word=want Pos=VBP O
Word=it Pos=PRP I
Word=back Pos=RB O
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=declines Pos=VBZ O
Word=to Pos=TO O
Word=comment Pos=VB O
Word=on Pos=IN O
Word=specific Pos=JJ I
Word=allegations Pos=NNS I
Word=in Pos=IN O
Word=the Pos=DT I
Word=two Pos=CD I
Word=suits Pos=NNS I
Word=, Pos=, O
Word=saying Pos=VBG O
Word=he Pos=PRP I
Word=prefers Pos=VBZ O
Word=to Pos=TO O
Word=save Pos=VB O
Word=such Pos=JJ I
Word=responses Pos=NNS I
Word=for Pos=IN O
Word=court Pos=NN I
Word=. Pos=. O

Word=But Pos=CC O
Word=he Pos=PRP I
Word=does Pos=VBZ O
Word=say Pos=VBP O
Word=that Pos=IN O
Word=all Pos=DT I
Word=of Pos=IN O
Word=his Pos=PRP$ I
Word=activities Pos=NNS I
Word=have Pos=VBP O
Word=been Pos=VBN O
Word=`` Pos=`` O
Word=entirely Pos=RB O
Word=proper Pos=JJ O
Word=. Pos=. O
Word='' Pos='' O

Word=On Pos=IN O
Word=the Pos=DT I
Word=suit Pos=NN I
Word=by Pos=IN O
Word=the Pos=DT I
Word=limited Pos=JJ I
Word=partners Pos=NNS I
Word=, Pos=, O
Word=he Pos=PRP I
Word=says Pos=VBZ O
Word=he Pos=PRP I
Word=is Pos=VBZ O
Word=considering Pos=VBG O
Word=a Pos=DT I
Word=defamation Pos=NN I
Word=suit Pos=NN I
Word=against Pos=IN O
Word=the Pos=DT I
Word=plaintiffs Pos=NNS I
Word=. Pos=. O

Word=The Pos=DT I
Word=suit Pos=NN I
Word=, Pos=, O
Word=he Pos=PRP I
Word=adds Pos=VBZ O
Word=, Pos=, O
Word=`` Pos=`` O
Word=is Pos=VBZ O
Word=almost Pos=RB O
Word=in Pos=IN O
Word=the Pos=DT I
Word=nature Pos=NN I
Word=of Pos=IN O
Word=a Pos=DT I
Word=vendetta Pos=NN I
Word=by Pos=IN O
Word=a Pos=DT I
Word=handful Pos=NN I
Word=of Pos=IN O
Word=disgruntled Pos=JJ I
Word=people Pos=NNS I
Word=. Pos=. O
Word='' Pos='' O

Word=Rearding Pos=VBG O
Word=the Pos=DT I
Word=suit Pos=NN I
Word=over Pos=IN O
Word=the Pos=DT I
Word=bank Pos=NN I
Word=bid Pos=NN I
Word=, Pos=, O
Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=says Pos=VBZ O
Word=it Pos=PRP I
Word=is Pos=VBZ O
Word=filled Pos=VBN O
Word=with Pos=IN O
Word=`` Pos=`` O
Word=inflammatory Pos=JJ I
Word=language Pos=NN I
Word=and Pos=CC O
Word=half Pos=NN I
Word=truths Pos=NNS I
Word=. Pos=. O
Word='' Pos='' O

Word=He Pos=PRP I
Word=declines Pos=VBZ O
Word=to Pos=TO O
Word=go Pos=VB O
Word=into Pos=IN O
Word=specifics Pos=NNS I
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=says Pos=VBZ O
Word=the Pos=DT I
Word=suits Pos=NNS I
Word=against Pos=IN O
Word=him Pos=PRP I
Word=are Pos=VBP O
Word=less Pos=JJR I
Word=a Pos=DT I
Word=measure Pos=NN I
Word=of Pos=IN O
Word=his Pos=PRP$ I
Word=work Pos=NN I
Word=than Pos=IN O
Word=they Pos=PRP I
Word=are Pos=VBP O
Word=a Pos=DT I
Word=`` Pos=`` I
Word=sign Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=times Pos=NNS I
Word='' Pos='' O
Word=in Pos=IN O
Word=which Pos=WDT I
Word=people Pos=NNS B
Word=generally Pos=RB O
Word=are Pos=VBP O
Word=more Pos=RBR O
Word=prone Pos=JJ O
Word=to Pos=TO O
Word=sue Pos=VB O
Word=. Pos=. O

Word=`` Pos=`` O
Word=I Pos=PRP I
Word=do Pos=VBP O
Word=n't Pos=RB O
Word=know Pos=VB O
Word=anybody Pos=NN I
Word=in Pos=IN O
Word=the Pos=DT I
Word=industry Pos=NN I
Word=who Pos=WP B
Word=has Pos=VBZ O
Word=n't Pos=RB O
Word=experienced Pos=VBN O
Word=litigation Pos=NN I
Word=, Pos=, O
Word='' Pos='' O
Word=he Pos=PRP I
Word=says Pos=VBZ O
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Peterson Pos=NNP I
Word=also Pos=RB O
Word=says Pos=VBZ O
Word=he Pos=PRP I
Word=does Pos=VBZ O
Word=n't Pos=RB O
Word=consider Pos=VB O
Word=himself Pos=PRP I
Word=a Pos=DT B
Word=financial Pos=JJ I
Word=planner Pos=NN I
Word=anymore Pos=RB O
Word=. Pos=. O

Word=He Pos=PRP I
Word=now Pos=RB O
Word=calls Pos=VBZ O
Word=himself Pos=PRP I
Word=an Pos=DT B
Word=`` Pos=`` I
Word=investment Pos=NN I
Word=banker Pos=NN I
Word=. Pos=. O
Word='' Pos='' O

Word=In Pos=IN O
Word=many Pos=JJ I
Word=scams Pos=NNS I
Word=or Pos=CC I
Word=alleged Pos=VBN I
Word=scams Pos=NNS I
Word=involving Pos=VBG O
Word=planners Pos=NNS I
Word=, Pos=, O
Word=it Pos=PRP I
Word='s Pos=VBZ O
Word=plain Pos=JJ O
Word=that Pos=IN O
Word=only Pos=RB I
Word=a Pos=DT I
Word=modicum Pos=NN I
Word=of Pos=IN O
Word=common Pos=JJ I
Word=sense Pos=NN I
Word=on Pos=IN O
Word=the Pos=DT I
Word=part Pos=NN I
Word=of Pos=IN O
Word=the Pos=DT I
Word=investors Pos=NNS I
Word=would Pos=MD O
Word=have Pos=VB O
Word=kept Pos=VBN O
Word=them Pos=PRP I
Word=out Pos=IN O
Word=of Pos=IN O
Word=harm Pos=NN I
Word='s Pos=POS B
Word=way Pos=NN I
Word=. Pos=. O

Word=Using Pos=VBG O
Word=it Pos=PRP I
Word=, Pos=, O
Word=would Pos=MD O
Word=n't Pos=RB O
Word=a Pos=DT I
Word=proessional Pos=NN I
Word=hesitate Pos=VB O
Word=to Pos=TO O
Word=pay Pos=VB O
Word=tens Pos=NNS I
Word=of Pos=IN I
Word=thousands Pos=NNS I
Word=of Pos=IN O
Word=dollars Pos=NNS I
Word=just Pos=RB O
Word=for Pos=IN O
Word=a Pos=DT I
Word=chance Pos=NN I
Word=to Pos=TO O
Word=invest Pos=VB O
Word=witha Pos=NN O
Word=planner Pos=NN O
Word=? Pos=. O

Word=Other Pos=JJ I
Word=cases Pos=NNS I
Word=go Pos=VBP O
Word=to Pos=TO O
Word=show Pos=VB O
Word=that Pos=IN O
Word=an Pos=DT I
Word=old Pos=JJ I
Word=saw Pos=VBD I
Word=still Pos=RB O
Word=applies Pos=VBZ O
Word=: Pos=: O
Word=If Pos=IN O
Word=it Pos=PRP I
Word=sounds Pos=VBZ O
Word=too Pos=RB O
Word=good Pos=JJ O
Word=to Pos=TO O
Word=be Pos=VB O
Word=true Pos=JJ O
Word=, Pos=, O
Word=it Pos=PRP I
Word=probably Pos=RB O
Word=is Pos=VBZ O
Word=. Pos=. O

Word=Certificates Pos=NNS I
Word=of Pos=IN O
Word=deposit Pos=NN I
Word=do Pos=VBP O
Word=n't Pos=RB O
Word=pay Pos=VB O
Word=23 Pos=CD I
Word=% Pos=NN I
Word=a Pos=DT B
Word=year Pos=NN I
Word=, Pos=, O
Word=for Pos=IN O
Word=example Pos=NN I
Word=, Pos=, O
Word=but Pos=CC O
Word=that Pos=DT I
Word=did Pos=VBD O
Word=n't Pos=RB O
Word=give Pos=VB O
Word=pause Pos=NN I
Word=to Pos=TO O
Word=clients Pos=NNS I
Word=of Pos=IN O
Word=one Pos=CD I
Word=Alabama Pos=NNP I
Word=planner Pos=NN I
Word=. Pos=. O

Word=Now Pos=RB O
Word=they Pos=PRP I
Word='re Pos=VBP O
Word=losers Pos=NNS I
Word=and Pos=CC O
Word=he Pos=PRP I
Word='s Pos=VBZ O
Word=in Pos=IN O
Word=jail Pos=NN I
Word=in Pos=IN O
Word=Mobile Pos=NNP I
Word=County Pos=NNP I
Word=. Pos=. O

Word=CDs Pos=NNS I
Word=yielding Pos=VBG O
Word=40 Pos=CD I
Word=% Pos=NN I
Word=are Pos=VBP O
Word=even Pos=RB O
Word=more Pos=RBR O
Word=implausible Pos=JJ O
Word=-- Pos=: O
Word=especially Pos=RB O
Word=when Pos=WRB O
Word=the Pos=DT I
Word=issuing Pos=VBG I
Word=`` Pos=`` I
Word=bank Pos=NN I
Word='' Pos='' I
Word=in Pos=IN O
Word=the Pos=DT I
Word=Marshall Pos=NNP I
Word=Islands Pos=NNPS I
Word=is Pos=VBZ O
Word=merely Pos=RB I
Word=a Pos=DT I
Word=mail Pos=NN I
Word=drop Pos=NN I
Word=watched Pos=VBD O
Word=over Pos=IN O
Word=by Pos=IN O
Word=a Pos=DT I
Word=local Pos=JJ I
Word=gas-station Pos=JJ I
Word=operator Pos=NN I
Word=-- Pos=: O
Word=but Pos=CC O
Word=investors Pos=NNS I
Word=fell Pos=VBD O
Word=for Pos=IN O
Word=that Pos=DT I
Word=one Pos=CD I
Word=too Pos=RB I
Word=. Pos=. O

Word=And Pos=CC O
Word=the Pos=DT I
Word=Colorado Pos=NNP I
Word=planner Pos=NN I
Word=who Pos=WP B
Word=promised Pos=VBD O
Word=to Pos=TO O
Word=make Pos=VB O
Word=some Pos=DT I
Word=of Pos=IN O
Word=his Pos=PRP$ I
Word=clients Pos=NNS I
Word=millionaires Pos=NNS B
Word=on Pos=IN O
Word=investments Pos=NNS I
Word=of Pos=IN O
Word=as Pos=RB I
Word=litle Pos=JJ I
Word=as Pos=IN I
Word=$ Pos=$ I
Word=100 Pos=CD I
Word=? Pos=. O

Word=Never Pos=RB O
Word=mind Pos=NN O
Word=. Pos=. O

Word=You Pos=PRP I
Word=already Pos=RB O
Word=know Pos=VBP O
Word=the Pos=DT I
Word=answer Pos=NN I
Word=. Pos=. O

Word=Mr. Pos=NNP I
Word=Emshwiller Pos=NNP I
Word=is Pos=VBZ O
Word=a Pos=DT I
Word=staff Pos=NN I
Word=reporter Pos=NN I
Word=in Pos=IN O
Word=The Pos=DT I
Word=Wall Pos=NNP I
Word=Street Pos=NNP I
Word=Journal Pos=NNP I
Word='s Pos=POS B
Word=Los Pos=NNP I
Word=Angeles Pos=NNP I
Word=bureau Pos=NN I
Word=. Pos=. O

Word=At Pos=IN O
Word=the Pos=DT I
Word=ritzy Pos=JJ I
Word=Fashion Pos=NNP I
Word=Island Pos=NNP I
Word=Shopping Pos=NNP I
Word=Center Pos=NNP I
Word=, Pos=, O
Word=the Pos=DT I
Word=tanned Pos=JJ I
Word=and Pos=CC I
Word=elegant Pos=JJ I
Word=ladies Pos=NNS I
Word=of Pos=IN O
Word=this Pos=DT I
Word=wealthy Pos=JJ I
Word=Southern Pos=NNP I
Word=California Pos=NNP I
Word=beach Pos=NN I
Word=community Pos=NN I
Word=disembark Pos=VBP O
Word=from Pos=IN O
Word=their Pos=PRP$ I
Word=Mercedes-Benzes Pos=NNPS I
Word=and Pos=CC I
Word=BMWs Pos=NNS I
Word=for Pos=IN O
Word=another Pos=DT I
Word=day Pos=NN I
Word=of Pos=IN O
Word=exercising Pos=VBG O
Word=their Pos=PRP$ I
Word=credit Pos=NN I
Word=cards Pos=NNS I
Word=. Pos=. O

Word=They Pos=PRP I
Word=root Pos=VBP O
Word=among Pos=IN O
Word=the Pos=DT I
Word=designer Pos=NN I
Word=offerings Pos=NNS I
Word=at Pos=IN O
Word=Neiman-Marcus Pos=NNP I
Word=and Pos=CC O
Word=Bullocks Pos=NNP I
Word=Wilshire Pos=NNP I
Word=. Pos=. O

Word=They Pos=PRP I
Word=stroll Pos=VBP O
